appId,word,frequency
com.wanderlog.android,enjoyed,1
com.wanderlog.android,description,2
com.wanderlog.android,landmark,1
com.wanderlog.android,color,1
com.wanderlog.android,coded,1
com.wanderlog.android,never,1
com.wanderlog.android,interactive,1
com.wanderlog.android,instant,1
com.wanderlog.android,win,1
com.wanderlog.android,aspects,1
com.wanderlog.android,staying,1
com.wanderlog.android,preplanning,1
com.wanderlog.android,traveller,1
com.wanderlog.android,celiac,1
com.wanderlog.android,disease,1
com.wanderlog.android,comfortable,1
com.wanderlog.android,last,1
com.wanderlog.android,months,1
com.wanderlog.android,prepare,1
com.wanderlog.android,june,1
com.wanderlog.android,attach,1
com.wanderlog.android,event,1
com.wanderlog.android,split,1
com.wanderlog.android,featured,1
com.wanderlog.android,making,1
com.wanderlog.android,extended,1
com.wanderlog.android,finding,1
com.wanderlog.android,benefit,1
com.wanderlog.android,yes,1
com.wanderlog.android,window,1
com.wanderlog.android,open,1
com.wanderlog.android,exists,1
com.wanderlog.android,writing,1
com.wanderlog.android,terrible,1
com.wanderlog.android,concept,2
com.wanderlog.android,tells,1
com.wanderlog.android,destination,1
com.wanderlog.android,lost,1
com.wanderlog.android,copy,1
com.wanderlog.android,range,1
com.wanderlog.android,ui,1
com.wanderlog.android,overcrowded,1
com.wanderlog.android,elements,1
com.wanderlog.android,actually,1
com.wanderlog.android,stressed,1
com.wanderlog.android,point,1
com.wanderlog.android,squash,1
com.wanderlog.android,bottom,1
com.wanderlog.android,side,1
com.wanderlog.android,expandable,1
com.wanderlog.android,collapsible,1
com.wanderlog.android,menu,1
com.wanderlog.android,hide,1
com.wanderlog.android,unless,1
com.wanderlog.android,expanded,1
com.wanderlog.android,shrink,1
com.wanderlog.android,must,1
com.wanderlog.android,20,1
com.wanderlog.android,simplified,1
